LSOA code (2011),LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs),Income Score (rate),Income Rank (where 1 is most deprived),Income Decile (where 1 is most deprived 10% of LSOAs),Employment Score (rate),Employment Rank (where 1 is most deprived),Employment Decile (where 1 is most deprived 10% of LSOAs),"Education, Skills and Training Score","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)",Health Deprivation and Disability Score,Health Deprivation and Disability Rank (where 1 is most deprived),Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs),Crime Score,Crime Rank (where 1 is most deprived),Crime Decile (where 1 is most deprived 10% of LSOAs),Barriers to Housing and Services Score,Barriers to Housing and Services Rank (where 1 is most deprived),Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs),Living Environment Score,Living Environment Rank (where 1 is most deprived),Living Environment Decile (where 1 is most deprived 10% of LSOAs)
E01004085,Sutton 024B,E09000029,Sutton,8.478,26443.000,9.000,0.041,28442.000,9.000,0.046,26143.000,8.000,3.490,29143.000,9.000,-1.278,30753.000,10.000,-0.055,17500.000,6.000,35.131,4035.000,2.000,7.008,27262.000,9.000
E01004086,Sutton 019B,E09000029,Sutton,15.277,18662.000,6.000,0.117,14012.000,5.000,0.072,18215.000,6.000,11.867,20068.000,7.000,-0.498,23395.000,8.000,0.509,8959.000,3.000,20.330,16252.000,5.000,16.192,18248.000,6.000
E01004087,Sutton 017A,E09000029,Sutton,5.727,29772.000,10.000,0.046,27201.000,9.000,0.044,26677.000,9.000,3.212,29496.000,9.000,-0.989,28734.000,9.000,-0.220,19911.000,7.000,18.832,18084.000,6.000,10.029,24034.000,8.000
E01004088,Sutton 019C,E09000029,Sutton,43.226,3420.000,2.000,0.297,2311.000,1.000,0.215,2498.000,1.000,51.742,2920.000,1.000,0.541,8618.000,3.000,0.697,6536.000,2.000,28.175,8279.000,3.000,6.376,27927.000,9.000
E01004089,Sutton 019D,E09000029,Sutton,35.547,5694.000,2.000,0.216,5729.000,2.000,0.180,4272.000,2.000,30.601,8327.000,3.000,1.045,3900.000,2.000,0.123,14767.000,5.000,33.497,4818.000,2.000,9.212,24876.000,8.000
E01004090,Sutton 021A,E09000029,Sutton,34.411,6100.000,2.000,0.244,4290.000,2.000,0.184,4047.000,2.000,34.644,6886.000,3.000,0.348,11001.000,4.000,-0.773,27037.000,9.000,34.543,4301.000,2.000,17.064,17531.000,6.000
E01004091,Sutton 022A,E09000029,Sutton,4.563,30940.000,10.000,0.031,30600.000,10.000,0.034,29570.000,10.000,2.737,30049.000,10.000,-1.347,31102.000,10.000,-2.354,32792.000,10.000,28.383,8126.000,3.000,6.076,28255.000,9.000
E01004092,Sutton 022B,E09000029,Sutton,7.536,27650.000,9.000,0.026,31470.000,10.000,0.033,29913.000,10.000,1.291,31694.000,10.000,-1.570,31913.000,10.000,0.118,14845.000,5.000,30.956,6305.000,2.000,19.580,15617.000,5.000
E01004093,Sutton 025A,E09000029,Sutton,5.418,30099.000,10.000,0.037,29409.000,9.000,0.040,27759.000,9.000,1.380,31607.000,10.000,-1.140,29881.000,10.000,-0.370,22022.000,7.000,23.636,12508.000,4.000,10.748,23265.000,8.000
E01004094,Sutton 025B,E09000029,Sutton,4.481,31028.000,10.000,0.041,28251.000,9.000,0.037,28680.000,9.000,3.488,29147.000,9.000,-0.860,27590.000,9.000,-1.039,29414.000,9.000,15.149,22807.000,7.000,14.918,19281.000,6.000
E01004095,Sutton 025C,E09000029,Sutton,5.625,29884.000,10.000,0.028,31210.000,10.000,0.049,25167.000,8.000,1.145,31853.000,10.000,-0.968,28572.000,9.000,-1.099,29831.000,10.000,22.791,13421.000,5.000,18.010,16799.000,6.000
E01004096,Sutton 021B,E09000029,Sutton,18.894,15331.000,5.000,0.115,14259.000,5.000,0.077,16931.000,6.000,8.169,23761.000,8.000,-0.262,20077.000,7.000,-0.291,20912.000,7.000,33.988,4578.000,2.000,37.444,5198.000,2.000
E01004097,Sutton 015A,E09000029,Sutton,4.804,30702.000,10.000,0.047,26931.000,9.000,0.035,29231.000,9.000,3.106,29606.000,10.000,-1.175,30138.000,10.000,-0.394,22377.000,7.000,14.893,23170.000,8.000,14.435,19728.000,7.000
E01004098,Sutton 015B,E09000029,Sutton,5.989,29482.000,9.000,0.060,23733.000,8.000,0.031,30465.000,10.000,3.139,29575.000,10.000,-0.788,26880.000,9.000,-0.391,22329.000,7.000,13.298,25056.000,8.000,20.263,15088.000,5.000
E01004099,Sutton 015C,E09000029,Sutton,21.103,13483.000,5.000,0.160,9649.000,3.000,0.101,12294.000,4.000,8.274,23669.000,8.000,0.134,13976.000,5.000,0.495,9133.000,3.000,20.511,16050.000,5.000,25.272,11604.000,4.000
E01004100,Sutton 015D,E09000029,Sutton,7.356,27872.000,9.000,0.067,22111.000,7.000,0.049,25086.000,8.000,5.087,27189.000,9.000,-1.158,30005.000,10.000,-0.148,18860.000,6.000,12.642,25835.000,8.000,18.341,16553.000,6.000
E01004101,Sutton 013A,E09000029,Sutton,4.687,30821.000,10.000,0.035,29850.000,10.000,0.030,30504.000,10.000,6.694,25385.000,8.000,-1.265,30678.000,10.000,-0.482,23523.000,8.000,13.440,24890.000,8.000,19.321,15796.000,5.000
E01004102,Sutton 015E,E09000029,Sutton,10.815,23530.000,8.000,0.052,25664.000,8.000,0.077,16901.000,6.000,5.847,26326.000,9.000,-0.586,24537.000,8.000,0.337,11379.000,4.000,16.597,20927.000,7.000,18.436,16480.000,6.000
E01004103,Sutton 013B,E09000029,Sutton,8.235,26783.000,9.000,0.063,23098.000,8.000,0.044,26770.000,9.000,5.149,27130.000,9.000,-0.790,26909.000,9.000,-0.697,26194.000,8.000,18.896,17995.000,6.000,27.762,10100.000,4.000
E01004104,Sutton 020A,E09000029,Sutton,4.084,31420.000,10.000,0.032,30351.000,10.000,0.032,30022.000,10.000,3.046,29671.000,10.000,-1.418,31414.000,10.000,-0.615,25252.000,8.000,13.273,25091.000,8.000,20.449,14937.000,5.000
E01004105,Sutton 022C,E09000029,Sutton,5.081,30436.000,10.000,0.053,25435.000,8.000,0.048,25400.000,8.000,2.522,30295.000,10.000,-1.359,31158.000,10.000,-0.657,25728.000,8.000,12.324,26198.000,8.000,14.377,19787.000,7.000
E01004106,Sutton 022D,E09000029,Sutton,3.091,32179.000,10.000,0.019,32302.000,10.000,0.026,31378.000,10.000,1.101,31903.000,10.000,-1.738,32282.000,10.000,-0.726,26520.000,9.000,20.481,16095.000,5.000,10.302,23753.000,8.000
E01004107,Sutton 020B,E09000029,Sutton,12.514,21595.000,7.000,0.098,16560.000,6.000,0.078,16784.000,6.000,10.209,21629.000,7.000,-0.370,21725.000,7.000,-0.625,25375.000,8.000,18.756,18165.000,6.000,16.840,17721.000,6.000
E01004108,Sutton 024C,E09000029,Sutton,13.133,20903.000,7.000,0.069,21645.000,7.000,0.049,25153.000,8.000,9.547,22324.000,7.000,-0.606,24781.000,8.000,0.367,10927.000,4.000,32.819,5186.000,2.000,18.970,16060.000,5.000
E01004109,Sutton 024D,E09000029,Sutton,14.737,19191.000,6.000,0.124,13189.000,5.000,0.096,13190.000,5.000,14.635,17647.000,6.000,-0.360,21588.000,7.000,-0.704,26264.000,8.000,18.359,18662.000,6.000,9.980,24077.000,8.000
E01004110,Sutton 016A,E09000029,Sutton,9.204,25524.000,8.000,0.073,20848.000,7.000,0.057,22436.000,7.000,5.648,26560.000,9.000,-0.834,27329.000,9.000,-0.854,27837.000,9.000,18.917,17960.000,6.000,24.763,11931.000,4.000
E01004111,Sutton 016B,E09000029,Sutton,10.447,23943.000,8.000,0.074,20782.000,7.000,0.055,23223.000,8.000,5.606,26598.000,9.000,-0.092,17446.000,6.000,-0.008,16800.000,6.000,17.028,20402.000,7.000,17.593,17139.000,6.000
E01004112,Sutton 016C,E09000029,Sutton,2.793,32340.000,10.000,0.027,31252.000,10.000,0.027,31324.000,10.000,0.792,32250.000,10.000,-1.353,31122.000,10.000,-0.489,23615.000,8.000,15.310,22612.000,7.000,9.314,24766.000,8.000
E01004114,Sutton 025D,E09000029,Sutton,4.659,30843.000,10.000,0.023,31866.000,10.000,0.019,32378.000,10.000,2.149,30726.000,10.000,-1.495,31686.000,10.000,-1.029,29338.000,9.000,31.169,6180.000,2.000,7.350,26896.000,9.000
E01004115,Sutton 009A,E09000029,Sutton,6.163,29262.000,9.000,0.051,25811.000,8.000,0.032,30057.000,10.000,9.726,22125.000,7.000,-1.370,31217.000,10.000,-0.555,24512.000,8.000,19.179,17643.000,6.000,15.781,18597.000,6.000
E01004116,Sutton 008A,E09000029,Sutton,6.392,29001.000,9.000,0.066,22353.000,7.000,0.041,27661.000,9.000,6.146,26017.000,8.000,-0.926,28198.000,9.000,-0.517,24022.000,8.000,15.673,22119.000,7.000,12.422,21588.000,7.000
E01004117,Sutton 006A,E09000029,Sutton,4.051,31456.000,10.000,0.020,32237.000,10.000,0.024,31707.000,10.000,9.254,22620.000,7.000,-0.952,28423.000,9.000,-1.040,29417.000,9.000,15.622,22201.000,7.000,15.067,19139.000,6.000
E01004118,Sutton 009B,E09000029,Sutton,9.787,24781.000,8.000,0.074,20631.000,7.000,0.053,23670.000,8.000,9.409,22465.000,7.000,-0.440,22646.000,7.000,-0.278,20727.000,7.000,17.149,20252.000,7.000,18.628,16330.000,5.000
E01004119,Sutton 009C,E09000029,Sutton,9.583,25024.000,8.000,0.039,28777.000,9.000,0.036,29068.000,9.000,16.685,16055.000,5.000,-0.758,26542.000,9.000,0.571,8125.000,3.000,16.832,20644.000,7.000,19.666,15548.000,5.000
E01004120,Sutton 016D,E09000029,Sutton,4.752,30753.000,10.000,0.032,30333.000,10.000,0.035,29410.000,9.000,8.556,23350.000,8.000,-1.369,31211.000,10.000,-0.270,20625.000,7.000,12.041,26520.000,9.000,15.254,18986.000,6.000
E01004121,Sutton 006B,E09000029,Sutton,8.307,26686.000,9.000,0.068,22024.000,7.000,0.047,25653.000,8.000,5.502,26713.000,9.000,-0.907,28041.000,9.000,0.051,15871.000,5.000,16.945,20509.000,7.000,17.707,17043.000,6.000
E01004122,Sutton 008B,E09000029,Sutton,5.319,30197.000,10.000,0.035,29750.000,10.000,0.042,27320.000,9.000,3.701,28876.000,9.000,-0.793,26938.000,9.000,-0.462,23252.000,8.000,15.803,21932.000,7.000,16.826,17732.000,6.000
E01004123,Sutton 002A,E09000029,Sutton,28.156,8947.000,3.000,0.154,10092.000,4.000,0.102,12209.000,4.000,20.585,13407.000,5.000,-0.064,16990.000,6.000,0.802,5396.000,2.000,29.228,7485.000,3.000,49.851,1937.000,1.000
E01004124,Sutton 002B,E09000029,Sutton,23.237,11900.000,4.000,0.166,9124.000,3.000,0.120,9739.000,3.000,30.821,8253.000,3.000,-0.310,20806.000,7.000,-0.650,25642.000,8.000,25.683,10476.000,4.000,25.225,11637.000,4.000
E01004125,Sutton 001A,E09000029,Sutton,31.639,7232.000,3.000,0.199,6744.000,3.000,0.127,8848.000,3.000,29.156,8914.000,3.000,0.262,12159.000,4.000,0.861,4789.000,2.000,27.240,9035.000,3.000,35.243,6124.000,2.000
E01004126,Sutton 002C,E09000029,Sutton,31.361,7374.000,3.000,0.214,5864.000,2.000,0.130,8497.000,3.000,33.937,7120.000,3.000,0.076,14851.000,5.000,0.733,6135.000,2.000,27.779,8627.000,3.000,29.349,9181.000,3.000
E01004127,Sutton 005A,E09000029,Sutton,19.777,14552.000,5.000,0.105,15674.000,5.000,0.086,15031.000,5.000,23.379,11687.000,4.000,-0.030,16458.000,6.000,0.377,10776.000,4.000,24.780,11340.000,4.000,26.052,11134.000,4.000
E01004128,Sutton 002D,E09000029,Sutton,23.682,11588.000,4.000,0.154,10157.000,4.000,0.116,10187.000,4.000,27.294,9696.000,3.000,0.179,13339.000,5.000,-1.068,29600.000,10.000,28.190,8271.000,3.000,26.595,10812.000,4.000
E01004129,Sutton 002E,E09000029,Sutton,34.120,6218.000,2.000,0.217,5682.000,2.000,0.141,7405.000,3.000,38.661,5720.000,2.000,0.404,10266.000,4.000,0.523,8748.000,3.000,31.172,6177.000,2.000,31.093,8204.000,3.000
E01004130,Sutton 003A,E09000029,Sutton,10.222,24239.000,8.000,0.068,21829.000,7.000,0.045,26337.000,9.000,11.797,20150.000,7.000,-0.798,26982.000,9.000,0.030,16232.000,5.000,20.963,15549.000,5.000,22.569,13436.000,5.000
E01004131,Sutton 003B,E09000029,Sutton,11.154,23157.000,8.000,0.068,21913.000,7.000,0.058,22085.000,7.000,13.294,18784.000,6.000,-0.401,22124.000,7.000,-0.500,23790.000,8.000,20.990,15514.000,5.000,22.861,13223.000,5.000
E01004132,Sutton 009D,E09000029,Sutton,6.647,28726.000,9.000,0.038,29147.000,9.000,0.026,31531.000,10.000,12.645,19357.000,6.000,-1.130,29802.000,10.000,-0.138,18702.000,6.000,18.399,18611.000,6.000,19.344,15775.000,5.000
E01004133,Sutton 009E,E09000029,Sutton,6.482,28894.000,9.000,0.043,27941.000,9.000,0.032,30008.000,10.000,13.233,18842.000,6.000,-0.906,28035.000,9.000,-0.599,25068.000,8.000,16.574,20949.000,7.000,18.950,16079.000,5.000
E01004134,Sutton 003C,E09000029,Sutton,11.832,22364.000,7.000,0.079,19772.000,7.000,0.061,21086.000,7.000,12.890,19131.000,6.000,-0.617,24926.000,8.000,-0.231,20078.000,7.000,16.572,20954.000,7.000,28.225,9822.000,3.000
E01004135,Sutton 003D,E09000029,Sutton,7.552,27624.000,9.000,0.047,26911.000,9.000,0.042,27262.000,9.000,16.059,16519.000,6.000,-0.828,27274.000,9.000,-0.054,17486.000,6.000,13.439,24893.000,8.000,13.811,20294.000,7.000
E01004136,Sutton 003E,E09000029,Sutton,8.396,26564.000,9.000,0.052,25569.000,8.000,0.053,23640.000,8.000,13.010,19030.000,6.000,-0.690,25822.000,8.000,-0.356,21831.000,7.000,15.581,22250.000,7.000,17.536,17179.000,6.000
E01004137,Sutton 012A,E09000029,Sutton,16.018,17926.000,6.000,0.089,18115.000,6.000,0.063,20804.000,7.000,3.720,28847.000,9.000,-0.238,19686.000,6.000,0.860,4790.000,2.000,21.855,14494.000,5.000,32.141,7641.000,3.000
E01004138,Sutton 013C,E09000029,Sutton,14.166,19774.000,7.000,0.093,17362.000,6.000,0.064,20371.000,7.000,13.350,18718.000,6.000,-0.614,24885.000,8.000,-0.300,21041.000,7.000,21.292,15155.000,5.000,34.544,6453.000,2.000
E01004139,Sutton 013D,E09000029,Sutton,9.611,24997.000,8.000,0.064,22882.000,7.000,0.051,24226.000,8.000,5.800,26393.000,9.000,-0.665,25527.000,8.000,-0.094,18051.000,6.000,19.168,17656.000,6.000,25.654,11380.000,4.000
E01004140,Sutton 012B,E09000029,Sutton,33.998,6273.000,2.000,0.215,5824.000,2.000,0.141,7371.000,3.000,21.768,12687.000,4.000,0.929,4794.000,2.000,0.426,10076.000,4.000,32.369,5446.000,2.000,32.096,7661.000,3.000
E01004141,Sutton 012C,E09000029,Sutton,21.087,13497.000,5.000,0.165,9225.000,3.000,0.110,11077.000,4.000,12.102,19852.000,7.000,-0.071,17112.000,6.000,0.306,11838.000,4.000,24.970,11141.000,4.000,16.537,17955.000,6.000
E01004142,Sutton 012D,E09000029,Sutton,25.999,10196.000,4.000,0.207,6240.000,2.000,0.105,11682.000,4.000,16.943,15856.000,5.000,0.257,12228.000,4.000,0.169,14012.000,5.000,32.599,5328.000,2.000,20.870,14647.000,5.000
E01004143,Sutton 014A,E09000029,Sutton,11.790,22419.000,7.000,0.084,18862.000,6.000,0.056,22761.000,7.000,7.030,25019.000,8.000,-0.604,24762.000,8.000,-0.284,20820.000,7.000,20.335,16247.000,5.000,31.699,7882.000,3.000
E01004144,Sutton 007A,E09000029,Sutton,8.770,26088.000,8.000,0.064,22770.000,7.000,0.044,26824.000,9.000,6.167,25994.000,8.000,-1.034,29088.000,9.000,-0.055,17496.000,6.000,22.126,14184.000,5.000,20.939,14603.000,5.000
E01004145,Sutton 007B,E09000029,Sutton,12.273,21863.000,7.000,0.088,18197.000,6.000,0.054,23580.000,8.000,10.959,20938.000,7.000,-0.770,26684.000,9.000,0.137,14531.000,5.000,23.229,12951.000,4.000,22.927,13181.000,5.000
E01004146,Sutton 007C,E09000029,Sutton,12.483,21632.000,7.000,0.072,21064.000,7.000,0.058,22046.000,7.000,9.718,22135.000,7.000,-0.528,23777.000,8.000,-0.193,19526.000,6.000,23.837,12308.000,4.000,30.821,8354.000,3.000
E01004147,Sutton 007D,E09000029,Sutton,9.428,25229.000,8.000,0.065,22616.000,7.000,0.053,23730.000,8.000,9.202,22661.000,7.000,-0.470,23015.000,8.000,-0.194,19534.000,6.000,19.537,17227.000,6.000,15.850,18550.000,6.000
E01004148,Sutton 014B,E09000029,Sutton,23.361,11799.000,4.000,0.180,8001.000,3.000,0.106,11644.000,4.000,20.282,13613.000,5.000,-0.403,22155.000,7.000,0.008,16539.000,6.000,31.138,6198.000,2.000,25.836,11272.000,4.000
E01004149,Sutton 012E,E09000029,Sutton,9.979,24557.000,8.000,0.062,23284.000,8.000,0.054,23417.000,8.000,9.861,21980.000,7.000,-0.592,24609.000,8.000,-0.256,20431.000,7.000,21.336,15092.000,5.000,21.527,14172.000,5.000
E01004150,Sutton 021C,E09000029,Sutton,21.634,13054.000,4.000,0.165,9172.000,3.000,0.108,11267.000,4.000,9.976,21846.000,7.000,0.181,13321.000,5.000,-0.502,23835.000,8.000,30.080,6919.000,3.000,22.771,13286.000,5.000
E01004151,Sutton 021D,E09000029,Sutton,14.853,19066.000,6.000,0.074,20656.000,7.000,0.069,19091.000,6.000,4.743,27610.000,9.000,0.200,13057.000,4.000,-0.358,21862.000,7.000,32.279,5481.000,2.000,22.345,13626.000,5.000
E01004152,Sutton 018A,E09000029,Sutton,14.903,19010.000,6.000,0.112,14708.000,5.000,0.062,21060.000,7.000,10.498,21363.000,7.000,-0.335,21212.000,7.000,-0.132,18619.000,6.000,25.284,10843.000,4.000,27.279,10375.000,4.000
E01004153,Sutton 021E,E09000029,Sutton,13.116,20936.000,7.000,0.085,18727.000,6.000,0.052,24109.000,8.000,5.885,26285.000,9.000,-0.528,23772.000,8.000,-0.185,19416.000,6.000,32.857,5166.000,2.000,24.528,12075.000,4.000
E01004154,Sutton 022E,E09000029,Sutton,4.873,30626.000,10.000,0.037,29315.000,9.000,0.047,25601.000,8.000,0.922,32109.000,10.000,-1.288,30797.000,10.000,-0.860,27890.000,9.000,19.982,16675.000,6.000,13.544,20541.000,7.000
E01004155,Sutton 018B,E09000029,Sutton,8.123,26924.000,9.000,0.051,25850.000,8.000,0.035,29236.000,9.000,3.279,29408.000,9.000,-0.586,24540.000,8.000,-0.608,25169.000,8.000,30.059,6932.000,3.000,16.773,17778.000,6.000
E01004156,Sutton 018C,E09000029,Sutton,9.004,25793.000,8.000,0.057,24463.000,8.000,0.030,30501.000,10.000,1.980,30909.000,10.000,-0.627,25059.000,8.000,0.268,12426.000,4.000,25.482,10666.000,4.000,21.190,14414.000,5.000
E01004157,Sutton 016E,E09000029,Sutton,3.327,32021.000,10.000,0.026,31523.000,10.000,0.021,32117.000,10.000,2.666,30142.000,10.000,-1.141,29888.000,10.000,-0.726,26527.000,9.000,13.855,24406.000,8.000,17.676,17070.000,6.000
E01004158,Sutton 018D,E09000029,Sutton,7.905,27179.000,9.000,0.061,23572.000,8.000,0.047,25754.000,8.000,2.572,30250.000,10.000,-0.767,26649.000,9.000,-0.713,26360.000,9.000,22.963,13253.000,5.000,21.106,14478.000,5.000
E01004159,Sutton 014C,E09000029,Sutton,14.179,19763.000,7.000,0.091,17773.000,6.000,0.065,20217.000,7.000,17.588,15407.000,5.000,-0.593,24627.000,8.000,-0.164,19106.000,6.000,24.006,12137.000,4.000,25.291,11584.000,4.000
E01004160,Sutton 014D,E09000029,Sutton,9.329,25344.000,8.000,0.069,21663.000,7.000,0.050,24724.000,8.000,5.653,26557.000,9.000,-0.761,26583.000,9.000,-0.609,25174.000,8.000,20.647,15885.000,5.000,27.051,10514.000,4.000
E01004161,Sutton 014E,E09000029,Sutton,8.007,27062.000,9.000,0.041,28254.000,9.000,0.043,26993.000,9.000,10.398,21458.000,7.000,-0.846,27463.000,9.000,-0.526,24134.000,8.000,27.773,8634.000,3.000,13.252,20830.000,7.000
E01004162,Sutton 018E,E09000029,Sutton,11.476,22768.000,7.000,0.086,18499.000,6.000,0.059,21874.000,7.000,1.850,31057.000,10.000,-0.096,17511.000,6.000,-0.016,16934.000,6.000,20.907,15607.000,5.000,18.397,16510.000,6.000
E01004163,Sutton 005B,E09000029,Sutton,14.594,19347.000,6.000,0.085,18708.000,6.000,0.062,21074.000,7.000,16.900,15887.000,5.000,-0.700,25932.000,8.000,0.294,12012.000,4.000,19.013,17851.000,6.000,33.014,7198.000,3.000
E01004164,Sutton 004A,E09000029,Sutton,12.098,22050.000,7.000,0.041,28295.000,9.000,0.044,26631.000,9.000,13.657,18457.000,6.000,-0.445,22703.000,7.000,0.181,13821.000,5.000,20.047,16592.000,6.000,39.602,4391.000,2.000
E01004165,Sutton 005C,E09000029,Sutton,16.373,17583.000,6.000,0.101,16212.000,5.000,0.081,16029.000,5.000,11.946,19989.000,7.000,0.065,15013.000,5.000,0.323,11600.000,4.000,18.040,19075.000,6.000,23.038,13099.000,4.000
E01004166,Sutton 004B,E09000029,Sutton,11.417,22837.000,7.000,0.080,19502.000,6.000,0.069,19030.000,6.000,6.007,26156.000,8.000,-0.478,23106.000,8.000,-0.039,17276.000,6.000,19.728,16973.000,6.000,18.760,16222.000,5.000
E01004167,Sutton 005D,E09000029,Sutton,31.388,7353.000,3.000,0.251,3977.000,2.000,0.141,7423.000,3.000,29.661,8712.000,3.000,0.550,8513.000,3.000,0.316,11693.000,4.000,22.615,13618.000,5.000,17.496,17211.000,6.000
E01004168,Sutton 013E,E09000029,Sutton,8.689,26183.000,8.000,0.042,28186.000,9.000,0.044,26729.000,9.000,15.858,16696.000,6.000,-0.599,24696.000,8.000,0.167,14050.000,5.000,13.811,24451.000,8.000,19.172,15910.000,5.000
E01004169,Sutton 004C,E09000029,Sutton,27.196,9475.000,3.000,0.195,6967.000,3.000,0.113,10685.000,4.000,21.871,12624.000,4.000,0.022,15671.000,5.000,0.168,14039.000,5.000,35.549,3828.000,2.000,27.223,10406.000,4.000
E01004170,Sutton 017B,E09000029,Sutton,10.215,24245.000,8.000,0.067,22058.000,7.000,0.044,26531.000,9.000,5.047,27240.000,9.000,-0.913,28088.000,9.000,-0.237,20164.000,7.000,18.085,19014.000,6.000,37.920,5018.000,2.000
E01004171,Sutton 010A,E09000029,Sutton,6.369,29030.000,9.000,0.044,27503.000,9.000,0.038,28624.000,9.000,6.489,25614.000,8.000,-0.839,27384.000,9.000,-0.111,18298.000,6.000,15.333,22580.000,7.000,18.196,16661.000,6.000
E01004172,Sutton 010B,E09000029,Sutton,20.888,13642.000,5.000,0.178,8186.000,3.000,0.119,9791.000,3.000,9.781,22069.000,7.000,-0.252,19906.000,7.000,-0.076,17786.000,6.000,23.002,13206.000,5.000,22.363,13610.000,5.000
E01004173,Sutton 010C,E09000029,Sutton,13.552,20426.000,7.000,0.087,18307.000,6.000,0.083,15687.000,5.000,10.747,21130.000,7.000,-0.424,22432.000,7.000,0.023,16337.000,5.000,17.073,20353.000,7.000,22.336,13634.000,5.000
E01004174,Sutton 017C,E09000029,Sutton,17.325,16717.000,6.000,0.101,16180.000,5.000,0.105,11667.000,4.000,8.874,22997.000,8.000,-0.337,21235.000,7.000,0.181,13824.000,5.000,21.386,15033.000,5.000,29.047,9354.000,3.000
E01004175,Sutton 010D,E09000029,Sutton,10.891,23458.000,8.000,0.071,21221.000,7.000,0.068,19386.000,6.000,11.344,20568.000,7.000,-0.672,25608.000,8.000,-1.068,29606.000,10.000,26.271,9916.000,4.000,14.460,19698.000,6.000
E01004176,Sutton 010E,E09000029,Sutton,11.911,22267.000,7.000,0.074,20655.000,7.000,0.063,20751.000,7.000,6.569,25522.000,8.000,-0.563,24223.000,8.000,0.130,14657.000,5.000,20.633,15902.000,5.000,26.353,10952.000,4.000
E01004177,Sutton 020C,E09000029,Sutton,18.938,15288.000,5.000,0.140,11485.000,4.000,0.093,13833.000,5.000,8.612,23303.000,8.000,0.153,13690.000,5.000,-0.018,16966.000,6.000,21.271,15181.000,5.000,28.262,9806.000,3.000
E01004178,Sutton 017D,E09000029,Sutton,17.180,16834.000,6.000,0.119,13806.000,5.000,0.074,17690.000,6.000,7.171,24856.000,8.000,-0.230,19584.000,6.000,0.137,14530.000,5.000,22.079,14228.000,5.000,37.094,5346.000,2.000
E01004179,Sutton 017E,E09000029,Sutton,7.235,28027.000,9.000,0.046,27108.000,9.000,0.036,29025.000,9.000,4.483,27935.000,9.000,-1.192,30243.000,10.000,-0.229,20032.000,7.000,21.070,15418.000,5.000,25.933,11198.000,4.000
E01004180,Sutton 020D,E09000029,Sutton,5.028,30475.000,10.000,0.044,27661.000,9.000,0.045,26451.000,9.000,2.786,29997.000,10.000,-1.385,31282.000,10.000,-0.473,23401.000,8.000,18.290,18739.000,6.000,10.746,23270.000,8.000
E01004181,Sutton 020E,E09000029,Sutton,16.450,17510.000,6.000,0.108,15269.000,5.000,0.095,13387.000,5.000,6.415,25697.000,8.000,-0.247,19816.000,7.000,-0.850,27792.000,9.000,27.317,8973.000,3.000,29.413,9145.000,3.000
E01004182,Sutton 019E,E09000029,Sutton,25.061,10724.000,4.000,0.199,6729.000,3.000,0.140,7479.000,3.000,15.833,16718.000,6.000,-0.220,19432.000,6.000,-0.164,19097.000,6.000,25.416,10731.000,4.000,28.376,9737.000,3.000
E01004183,Sutton 001B,E09000029,Sutton,28.494,8769.000,3.000,0.201,6624.000,3.000,0.120,9715.000,3.000,33.828,7163.000,3.000,0.207,12972.000,4.000,0.333,11451.000,4.000,24.926,11201.000,4.000,27.714,10126.000,4.000
E01004184,Sutton 001C,E09000029,Sutton,29.765,8136.000,3.000,0.201,6591.000,3.000,0.137,7754.000,3.000,29.214,8889.000,3.000,-0.196,19074.000,6.000,0.637,7243.000,3.000,30.752,6438.000,2.000,26.674,10766.000,4.000
E01004185,Sutton 001D,E09000029,Sutton,43.208,3424.000,2.000,0.278,2925.000,1.000,0.211,2662.000,1.000,35.859,6489.000,2.000,0.446,9764.000,3.000,0.789,5536.000,2.000,38.655,2605.000,1.000,20.815,14681.000,5.000
E01004186,Sutton 004D,E09000029,Sutton,13.757,20200.000,7.000,0.090,17933.000,6.000,0.063,20705.000,7.000,9.749,22097.000,7.000,-0.555,24129.000,8.000,0.200,13501.000,5.000,21.464,14937.000,5.000,29.398,9153.000,3.000
E01004187,Sutton 005E,E09000029,Sutton,22.532,12367.000,4.000,0.127,12891.000,4.000,0.090,14183.000,5.000,23.111,11838.000,4.000,0.284,11843.000,4.000,0.082,15381.000,5.000,30.630,6508.000,2.000,27.184,10429.000,4.000
E01004188,Sutton 004E,E09000029,Sutton,13.983,19972.000,7.000,0.106,15412.000,5.000,0.063,20789.000,7.000,14.959,17388.000,6.000,-0.720,26123.000,8.000,-0.062,17576.000,6.000,21.370,15057.000,5.000,25.730,11331.000,4.000
E01004189,Sutton 001E,E09000029,Sutton,28.594,8713.000,3.000,0.176,8357.000,3.000,0.147,6801.000,3.000,29.555,8762.000,3.000,-0.095,17491.000,6.000,0.470,9476.000,3.000,26.854,9414.000,3.000,29.638,9029.000,3.000
